dataset_id,text_id,input
inspec,train_1032,satellite image collection optimization. imaging satellite systems represent a high capital cost. optimizing the collection of images is critical for both satisfying customer orders and building a sustainable satellite operations business. we describe the functions of an operational multivariable time dynamic optimization system that maximizes the daily collection of satellite images. a graphical user interface allows the operator to quickly see the results of what if adjustments to an image collection plan. used for both long range planning and daily collection scheduling of space imaging s ikonos satellite the satellite control and tasking sct software allows collection commands to be altered up to 10 min before upload to the satellite.
inspec,train_1033,optical two step modified signed digit addition based on binary logic gates. a new modified signed digit msd addition algorithm based on binary logic gates is proposed for parallel computing. it is shown that by encoding each of the input msd digits and flag digits into a pair of binary bits the number of addition steps can be reduced to two. the flag digit is introduced to characterize the next low order pair nlop of the input digits in order to suppress carry propagation. the rules for two step addition of binary coded msd bcmsd numbers are formulated that can be implemented using optical shadow casting logic system.
inspec,train_1034,vibration control of the rotating flexible shaft multi flexible disk system with the eddy current damper. in this paper the rotating flexible timoshenko shaft flexible disk coupling system is formulated by applying the assumed mode method into the kinetic and strain energies and the virtual work done by the eddy current damper. from lagrange s equations the resulting discretized equations of motion can be simplified as a bilinear system bls. introducing the control laws including the quadratic nonlinear and optimal feedback control laws into the bls it is found that the eddy current damper can be used to suppress flexible and shear vibrations simultaneously and the system is globally asymptotically stable. numerical results are provided to validate the theoretical analysis.
inspec,train_1035,h sub 2 optimization of the three element type dynamic vibration absorbers. the dynamic vibration absorber dva is a passive vibration control device which is attached to a vibrating body called a primary system subjected to exciting force or motion. in this paper we will discuss an optimization problem of the three element type dva on the basis of the h sub 2 optimization criterion. the objective of the h sub 2 optimization is to reduce the total vibration energy of the system for overall frequencies the total area under the power spectrum response curve is minimized in this criterion. if the system is subjected to random excitation instead of sinusoidal excitation then the h sub 2 optimization is probably more desirable than the popular h sub infinity optimization. in the past decade there has been increasing interest in the three element type dva. however most previous studies on this type of dva were based on the h sub infinity optimization design and no one has been able to find the algebraic solution as of yet. we found a closed form exact solution for a special case where the primary system has no damping. furthermore the general case solution including the damped primary system is presented in the form of a numerical solution. the optimum parameters obtained here are compared to those of the conventional voigt type dva. they are also compared to other optimum parameters based on the h sub infinity criterion.
inspec,train_1036,nonlinear control of a shape memory alloy actuated manipulator. this paper presents a nonlinear robust control algorithm for accurate positioning of a single degree of freedom rotary manipulator actuated by shape memory alloy sma. a model for an sma actuated manipulator is presented. the model includes nonlinear dynamics of the manipulator a constitutive model of shape memory alloy and electrical and heat transfer behavior of sma wire. this model is used for open and closed loop motion simulations of the manipulator. experiments are presented that show results similar to both closed and open loop simulation results. due to modeling uncertainty and nonlinear behavior of the system classic control methods such as proportional integral derivative control are not able to present fast and accurate performance. hence a nonlinear robust control algorithm is presented based on variable structure control. this algorithm is a control gain switching technique based on the weighted average of position and velocity feedbacks. this method has been designed through simulation and tested experimentally. results show fast accurate and robust performance of the control system. computer simulation and experimental results for different stabilization and tracking situations are also presented.
inspec,train_1037,a stochastic averaging approach for feedback control design of nonlinear systems under random excitations. this paper presents a method for designing and quantifying the performance of feedback stochastic controls for nonlinear systems. the design makes use of the method of stochastic averaging to reduce the dimension of the state space and to derive the ito stochastic differential equation for the response amplitude process. the moment equation of the amplitude process closed by the rayleigh approximation is used as a means to characterize the transient performance of the feedback control. the steady state and transient response of the amplitude process are used as the design criteria for choosing the feedback control gains. numerical examples are studied to demonstrate the performance of the control.
inspec,train_1038,the analysis and control of longitudinal vibrations from wave viewpoint. the analysis and control of longitudinal vibrations in a rod from feedback wave viewpoint are synthesized. both collocated and noncollocated feedback wave control strategies are explored. the control design is based on the local properties of wave transmission and reflection in the vicinity of the control force applied area hence there is no complex closed form solution involved. the controller is designed to achieve various goals such as absorbing the incoming vibration energy creating a vibration free zone and eliminating standing waves in the structure. the findings appear to be very useful in practice due to the simplicity in the implementation of the controllers.
inspec,train_1039,design of an adaptive vibration absorber to reduce electrical transformer structural vibration. this paper considers the design of a vibration absorber to reduce structural vibration at multiple frequencies with an enlarged bandwidth control at these target frequencies. while the basic absorber is a passive device a control system has been added to facilitate tuning effectively giving the combination of a passive and active device which leads to far greater stability and robustness. experimental results demonstrating the effectiveness of the absorber are also described.
inspec,train_1040,crone control principles and extension to time variant plants with asymptotically constant coefficients. the principles of crone control a frequency domain robust control design methodology based on fractional differentiation are presented. continuous time variant plants with asymptotically constant coefficients are analysed in the frequency domain through their representation using time variant frequency responses. a stability theorem for feedback systems including time variant plants with asymptotically constant coefficients is proposed. finally crone control is extended to robust control of these plants.
inspec,train_1041,fractional differentiation in passive vibration control. from a single degree of freedom model used to illustrate the concept of vibration isolation a method to transform the design for a suspension into a design for a robust controller is presented. fractional differentiation is used to model the viscoelastic behaviour of the suspension. the use of fractional differentiation not only permits optimisation of just four suspension parameters showing the compactness of the fractional derivative operator but also leads to robustness of the suspension s performance to uncertainty of the sprung mass. as an example an engine suspension is studied.
inspec,train_1042,chaotic phenomena and fractional order dynamics in the trajectory control of redundant manipulators. redundant manipulators have some advantages when compared with classical arms because they allow the trajectory optimization both on the free space and on the presence of obstacles and the resolution of singularities. for this type of arms the proposed kinematic control algorithms adopt generalized inverse matrices but in general the corresponding trajectory planning schemes show important limitations. motivated by these problems this paper studies the chaos revealed by the pseudoinverse based trajectory planning algorithms using the theory of fractional calculus.
inspec,train_1043,fractional motion control application to an xy cutting table. in path tracking design the dynamic of actuators must be taken into account in order to reduce overshoots appearing for small displacements. a new approach to path tracking using fractional differentiation is proposed with its application on a xy cutting table. it permits the generation of optimal movement reference input leading to a minimum path completion time taking into account both maximum velocity acceleration and torque and the bandwidth of the closed loop system. fractional differentiation is used here through a davidson cole filter. a methodology aiming at improving the accuracy especially on checkpoints is presented. the reference input obtained is compared with spline function. both are applied to an xy cutting table model and actuator outputs compared.
inspec,train_1044,analogue realizations of fractional order controllers. an approach to the design of analogue circuits implementing fractional order controllers is presented. the suggested approach is based on the use of continued fraction expansions in the case of negative coefficients in a continued fraction expansion the use of negative impedance converters is proposed. several possible methods for obtaining suitable rational approximations and continued fraction expansions are discussed. an example of realization of a fractional order i sup lambda controller is presented and illustrated by obtained measurements. the suggested approach can be used for the control of very fast processes where the use of digital controllers is difficult or impossible.
inspec,train_1045,using fractional order adjustment rules and fractional order reference models in model reference adaptive control. this paper investigates the use of fractional order calculus foc in conventional model reference adaptive control mrac systems. two modifications to the conventional mrac are presented i e the use of fractional order parameter adjustment rule and the employment of fractional order reference model. through examples benefits from the use of foc are illustrated together with some remarks for further research.
inspec,train_1046,a suggestion of fractional order controller for flexible spacecraft attitude control. a controller design method for flexible spacecraft attitude control is proposed. the system is first described by a partial differential equation with internal damping. then the frequency response is analyzed and the three basic characteristics of the flexible system namely average function lower bound and upper bound are defined. on this basis a fractional order controller is proposed which functions as phase stabilization control for lower frequency and smoothly enters to amplitude stabilization at higher frequency by proper amplitude attenuation. it is shown that the equivalent damping ratio increases in proportion to the square of frequency.
inspec,train_1047,dynamics and control of initialized fractional order systems. due to the importance of historical effects in fractional order systems this paper presents a general fractional order system and control theory that includes the time varying initialization response. previous studies have not properly accounted for these historical effects. the initialization response along with the forced response for fractional order systems is determined. the scalar fractional order impulse response is determined and is a generalization of the exponential function. stability properties of fractional order systems are presented in the complex w plane which is a transformation of the s plane. time responses are discussed with respect to pole positions in the complex w plane and frequency response behavior is included. a fractional order vector space representation which is a generalization of the state space concept is presented including the initialization response. control methods for vector representations of initialized fractional order systems are shown. finally the fractional order differintegral is generalized to continuous order distributions which have the possibility of including all fractional orders in a transfer function.
inspec,train_1048,parallel and distributed haskells. parallel and distributed languages specify computations on multiple processors and have a computation language to describe the algorithm i e what to compute and a coordination language to describe how to organise the computations across the processors. haskell has been used as the computation language for a wide variety of parallel and distributed languages and this paper is a comprehensive survey of implemented languages. it outlines parallel and distributed language concepts and classifies haskell extensions using them. similar example programs are used to illustrate and contrast the coordination languages and the comparison is facilitated by the common computation language. a lazy language is not an obvious choice for parallel or distributed computation and we address the question of why haskell is a common functional computation language.
inspec,train_1049,a typed representation for html and xml documents in haskell. we define a family of embedded domain specific languages for generating html and xml documents. each language is implemented as a combinator library in haskell. the generated html xml documents are guaranteed to be well formed. in addition each library can guarantee that the generated documents are valid xml documents to a certain extent for html only a weaker guarantee is possible. on top of the libraries haskell serves as a meta language to define parameterized documents to map structured documents to html xml to define conditional content or to define entire web sites. the combinator libraries support element transforming style a programming style that allows programs to have a visual appearance similar to html xml documents without modifying the syntax of haskell.
inspec,train_105,greenberger horne zeilinger paradoxes for many qubits. we construct greenberger horne zeilinger ghz contradictions for three or more parties sharing an entangled state the dimension of each subsystem being an even integer d. the simplest example that goes beyond the standard ghz paradox three qubits involves five ququats d 4. we then examine the criteria that a ghz paradox must satisfy in order to be genuinely m partite and d dimensional.
inspec,train_1050,secrets of the glasgow haskell compiler inliner. higher order languages such as haskell encourage the programmer to build abstractions by composing functions. a good compiler must inline many of these calls to recover an efficiently executable program. in principle inlining is dead simple just replace the call of a function by an instance of its body. but any compiler writer will tell you that inlining is a black art full of delicate compromises that work together to give good performance without unnecessary code bloat. the purpose of this paper is therefore to articulate the key lessons we learned from a full scale production inliner the one used in the glasgow haskell compiler. we focus mainly on the algorithmic aspects but we also provide some indicative measurements to substantiate the importance of various aspects of the inliner.
inspec,train_1051,faking it simulating dependent types in haskell. dependent types reflect the fact that validity of data is often a relative notion by allowing prior data to affect the types of subsequent data. not only does this make for a precise type system but also a highly generic one both the type and the program for each instance of a family of operations can be computed from the data which codes for that instance. recent experimental extensions to the haskell type class mechanism give us strong tools to relativize types to other types. we may simulate some aspects of dependent typing by making counterfeit type level copies of data with type constructors simulating data constructors and type classes simulating datatypes. this paper gives examples of the technique and discusses its potential.
inspec,train_1052,developing a high performance web server in concurrent haskell. server applications and in particular network based server applications place a unique combination of demands on a programming language lightweight concurrency high i o throughput and fault tolerance are all important. this paper describes a prototype web server written in concurrent haskell with extensions and presents two useful results firstly a conforming server could be written with minimal effort leading to an implementation in less than 1500 lines of code and secondly the naive implementation produced reasonable performance. furthermore making minor modifications to a few time critical components improved performance to a level acceptable for anything but the most heavily loaded web servers.
inspec,train_1053,a static semantics for haskell. this paper gives a static semantics for haskell 98 a non strict purely functional programming language. the semantics formally specifies nearly all the details of the haskell 98 type system including the resolution of overloading kind inference including defaulting and polymorphic recursion the only major omission being a proper treatment of ambiguous overloading and its resolution. overloading is translated into explicit dictionary passing as in all current implementations of haskell. the target language of this translation is a variant of the girard reynolds polymorphic lambda calculus featuring higher order polymorphism. and explicit type abstraction and application in the term language. translated programs can thus still be type checked although the implicit version of this system is impredicative. a surprising result of this formalization effort is that the monomorphism restriction when rendered in a system of inference rules compromises the principal type property.
inspec,train_1054,choice preferences without inferences subconscious priming of risk attitudes. we present a procedure for subconscious priming of risk attitudes. in experiment 1 we were reliably able to induce risk seeking or risk averse preferences across a range of decision scenarios using this priming procedure. in experiment 2 we showed that these priming effects can be reversed by drawing participants attention to the priming event. our results support claims that the formation of risk preferences can be based on preconscious processing as for example postulated by the affective primacy hypothesis rather than rely on deliberative mental operations as posited by several current models of judgment and decision making.
inspec,train_1055,a re examination of probability matching and rational choice. in a typical probability learning task participants are presented with a repeated choice between two response alternatives one of which has a higher payoff probability than the other. rational choice theory requires that participants should eventually allocate all their responses to the high payoff alternative but previous research has found that people fail to maximize their payoffs. instead it is commonly observed that people match their response probabilities to the payoff probabilities. we report three experiments on this choice anomaly using a simple probability learning task in which participants were provided with i large financial incentives ii meaningful and regular feedback and iii extensive training. in each experiment large proportions of participants adopted the optimal response strategy and all three of the factors mentioned above contributed to this. the results are supportive of rational choice theory.
inspec,train_1056,eliminating recency with self review the case of auditors  going concern judgments. this paper examines the use of self review to debias recency. recency is found in the going concern judgments of staff auditors but is successfully eliminated by the auditor s use of a simple self review technique that would be extremely easy to implement in audit practice. auditors who self review are also less inclined to make audit report choices that are inconsistent with their going concern judgments. these results are important because the judgments of staff auditors often determine the type and extent of documentation in audit workpapers and serve as preliminary inputs for senior auditors judgments and choices. if staff auditors judgments are affected by recency the impact of this bias may be impounded in the ultimate judgments and choices of senior auditors. since biased judgments can expose auditors to significant costs involving extended audit procedures legal liability and diminished reputation simple debiasing techniques that reduce this exposure are valuable. the paper also explores some future research needs and other important issues concerning judgment debiasing in applied professional settings.
inspec,train_1057,acceptance of a price discount the role of the semantic relatedness between purchases and the comparative price format. two studies are reported where people are asked to accept or not a price reduction on a target product. in the high low relative saving version the regular price of the target product is low high. in both versions the absolute value of the price reduction is the same as well as the total of regular prices of planned purchases. as first reported by tversky and kahneman 1981 findings show that the majority of people accept the price discount in the high relative saving version whereas the minority do it in the low one. in study 1 findings show that the previous preference reversal disappears when planned purchases are strongly related. also a previously unreported preference reversal is found. the majority of people accept the price discount when the products are weakly related whereas the minority accept when the products are strongly related. in study 2 findings show that the classic preference reversal disappears as a function of the comparative price format. also another previously unreported preference reversal is found. when the offered price reduction relates to a low priced product people are more inclined to accept it with a control than a minimal comparative price format. findings reported in studies 1 and 2 are interpreted in terms of mental accounting shifts.
inspec,train_1058,bigger is better the influence of physical size on aesthetic preference judgments. the hypothesis that the physical size of an object can influence aesthetic preferences was investigated. in a series of four experiments participants were presented with pairs of abstract stimuli and asked to indicate which member of each pair they preferred. a preference for larger stimuli was found on the majority of trials using various types of stimuli stimuli of various sizes and with both adult and 3 year old participants. this preference pattern was disrupted only when participants had both stimuli that provided a readily accessible alternative source of preference evoking information and sufficient attentional resources to make their preference judgments.
inspec,train_1059,mustering motivation to enact decisions how decision process characteristics influence goal realization. decision scientists tend to focus mainly on decision antecedents studying how people make decisions. action psychologists in contrast study post decision issues investigating how decisions once formed are maintained protected and enacted. through the research presented here we seek to bridge these two disciplines proposing that the process by which decisions are reached motivates subsequent pursuit and benefits eventual realization. we identify three characteristics of the decision process dp as having motivation mustering potential dp effort investment dp importance and dp confidence. through two field studies tracking participants decision processes pursuit and realization we find that after controlling for the influence of the motivational mechanisms of goal intention and implementation intention the three decision process characteristics significantly influence the successful enactment of the chosen decision directly. the theoretical and practical implications of these findings are considered and future research opportunities are identified.
inspec,train_106,quantum zeno subspaces. the quantum zeno effect is recast in terms of an adiabatic theorem when the measurement is described as the dynamical coupling to another quantum system that plays the role of apparatus. a few significant examples are proposed and their practical relevance discussed. we also focus on decoherence free subspaces.
inspec,train_1060,variety identification of wheat using mass spectrometry with neural networks and the influence of mass spectra processing prior to neural network analysis. the performance of matrix assisted laser desorption ionisation time of flight mass spectrometry with neural networks in wheat variety classification is further evaluated. two principal issues were studied a the number of varieties that could be classified correctly and b various means of preprocessing mass spectrometric data. the number of wheat varieties tested was increased from 10 to 30. the main pre processing method investigated was based on gaussian smoothing of the spectra but other methods based on normalisation procedures and multiplicative scatter correction of data were also used. with the final method it was possible to classify 30 wheat varieties with 87 correctly classified mass spectra and a correlation coefficient of 0 90.
inspec,train_1061,abacus efi and anti virus. the extensible firmware interface efi standard emerged as a logical step to provide flexibility and extensibility to boot sequence processes enabling the complete abstraction of a system s bios interface from the system s hardware. in doing so this provided the means of standardizing a boot up sequence extending device drivers and boot time applications portability to non pc at based architectures including embedded systems like internet appliances tv internet set top boxes and 64 bit itanium platforms.
inspec,train_1062,fidelity of quantum teleportation through noisy channels. we investigate quantum teleportation through noisy quantum channels by solving analytically and numerically a master equation in the lindblad form. we calculate the fidelity as a function of decoherence rates and angles of a state to be teleported. it is found that the average fidelity and the range of states to be accurately teleported depend on types of noises acting on quantum channels. if the quantum channels are subject to isotropic noise the average fidelity decays to 1 2 which is smaller than the best possible value of 2 3 obtained only by the classical communication. on the other hand if the noisy quantum channel is modeled by a single lindblad operator the average fidelity is always greater than 2 3.
inspec,train_1063,operations that do not disturb partially known quantum states. consider a situation in which a quantum system is secretly prepared in a state chosen from the known set of states. we present a principle that gives a definite distinction between the operations that preserve the states of the system and those that disturb the states. the principle is derived by alternately applying a fundamental property of classical signals and a fundamental property of quantum ones. the principle can be cast into a simple form by using a decomposition of the relevant hilbert space which is uniquely determined by the set of possible states. the decomposition implies the classification of the degrees of freedom of the system into three parts depending on how they store the information on the initially chosen state one storing it classically one storing it nonclassically and the other one storing no information. then the principle states that the nonclassical part is inaccessible and the classical part is read only if we are to preserve the state of the system. from this principle many types of no cloning no broadcasting and no imprinting conditions can easily be derived in general forms including mixed states. it also gives a unified view on how various schemes of quantum cryptography work. the principle helps one to derive optimum amount of resources bits qubits and ebits required in data compression or in quantum teleportation of mixed state ensembles.
inspec,train_1064,quantum controlled measurement device for quantum state discrimination. we propose a programmable quantum device that is able to perform a specific generalized measurement from a certain set of measurements depending on a quantum state of a program register. in particular we study a situation when the programmable measurement device serves for the unambiguous discrimination between nonorthogonal states. the particular pair of states that can be unambiguously discriminated is specified by the state of a program qubit. the probability of successful discrimination is not optimal for all admissible pairs. however for some subsets it can be very close to the optimal value.
inspec,train_1065,quantum universal variable length source coding. we construct an optimal quantum universal variable length code that achieves the admissible minimum rate i e our code is used for any probability distribution of quantum states. its probability of exceeding the admissible minimum rate exponentially goes to 0. our code is optimal in the sense of its exponent. in addition its average error asymptotically tends to 0.
inspec,train_1066,application of artificial intelligence to search ground state geometry of clusters. we introduce a global optimization procedure the neural assisted genetic algorithm naga. it combines the power of an artificial neural network ann with the versatility of the genetic algorithm. this method is suitable to solve optimization problems that depend on some kind of heuristics to limit the search space. if a reasonable amount of data is available the ann can understand the problem and provide the genetic algorithm with a selected population of elements that will speed up the search for the optimum solution. we tested the method in a search for the ground state geometry of silicon clusters. we trained the ann with information about the geometry and energetics of small silicon clusters. next the ann learned how to restrict the configurational space for larger silicon clusters. for si sub 10 and si sub 20  we noticed that the naga is at least three times faster than the pure genetic algorithm. as the size of the cluster increases it is expected that the gain in terms of time will increase as well.
inspec,train_1067,quantum information processing by nuclear magnetic resonance experimental implementation of half adder and subtractor operations using an oriented spin 7 2 system. the advantages of using quantum systems for performing many computational tasks have already been established. several quantum algorithms have been developed which exploit the inherent property of quantum systems such as superposition of states and entanglement for efficiently performing certain tasks. the experimental implementation has been achieved on many quantum systems of which nuclear magnetic resonance has shown the largest progress in terms of number of qubits. this paper describes the use of a spin 7 2 as a three qubit system and experimentally implements the half adder and subtractor operations. the required qubits are realized by partially orienting sup 133 cs nuclei in a liquid crystalline medium yielding a quadrupolar split well resolved septet. another feature of this paper is the proposal that labeling of quantum states of system can be suitably chosen to increase the efficiency of a computational task.
inspec,train_1068,quantum phase gate for photonic qubits using only beam splitters and postselection. we show that a beam splitter of reflectivity one third can be used to realize a quantum phase gate operation if only the outputs conserving the number of photons on each side are postselected.
inspec,train_1069,entangling atoms in bad cavities. we propose a method to produce entangled spin squeezed states of a large number of atoms inside an optical cavity. by illuminating the atoms with bichromatic light the coupling to the cavity induces pairwise exchange of excitations which entangles the atoms. unlike most proposals for entangling atoms by cavity qed our proposal does not require the strong coupling regime g sup 2  kappa gamma 1 where g is the atom cavity coupling strength kappa is the cavity decay rate and gamma is the decay rate of the atoms. in this work the important parameter is ng sup 2  kappa gamma where n is the number of atoms and our proposal permits the production of entanglement in bad cavities as long as they contain a large number of atoms.
inspec,train_107,deterministic single photon source for distributed quantum networking. a sequence of single photons is emitted on demand from a single three level atom strongly coupled to a high finesse optical cavity. the photons are generated by an adiabatically driven stimulated raman transition between two atomic ground states with the vacuum field of the cavity stimulating one branch of the transition and laser pulses deterministically driving the other branch. this process is unitary and therefore intrinsically reversible which is essential for quantum communication and networking and the photons should be appropriate for all optical quantum information processing.
inspec,train_1070,universal simulation of hamiltonian dynamics for quantum systems with finite dimensional state spaces. what interactions are sufficient to simulate arbitrary quantum dynamics in a composite quantum system. dodd et al phys. rev a 65 040301 r 2002 provided a partial solution to this problem in the form of an efficient algorithm to simulate any desired two body hamiltonian evolution using any fixed two body entangling n qubit hamiltonian and local unitaries. we extend this result to the case where the component systems are qudits that is have d dimensions. as a consequence we explain how universal quantum computation can be performed with any fixed two body entangling n qudit hamiltonian and local unitaries.
inspec,train_1071,dense coding in entangled states. we consider the dense coding of entangled qubits shared between two parties alice and bob. the efficiency of classical information gain through quantum entangled qubits is also considered for the case of pairwise entangled qubits and maximally entangled qubits. we conclude that using the pairwise entangled qubits can be more efficient when two parties communicate whereas using the maximally entangled qubits can be more efficient when the n parties communicate.
inspec,train_1072,quantum state information retrieval in a rydberg atom data register. we analyze a quantum search protocol to retrieve phase information from a rydberg atom data register using a subpicosecond half cycle electric field pulse. calculations show that the half cycle pulse can perform the phase retrieval only within a range of peak field values. by varying the phases of the constituent orbitals of the rydberg wave packet register we demonstrate coherent control of the phase retrieval process. by specially programming the phases of the orbitals comprising the initial wave packet we show that it is possible to use the search method as a way to synthesize single energy eigenstates.
inspec,train_1073,quantum retrodiction in open systems. quantum retrodiction involves finding the probabilities for various preparation events given a measurement event. this theory has been studied for some time but mainly as an interesting concept associated with time asymmetry in quantum mechanics. recent interest in quantum communications and cryptography however has provided retrodiction with a potential practical application. for this purpose quantum retrodiction in open systems should be more relevant than in closed systems isolated from the environment. in this paper we study retrodiction in open systems and develop a general master equation for the backward time evolution of the measured state which can be used for calculating preparation probabilities. we solve the master equation by way of example for the driven two level atom coupled to the electromagnetic field.
inspec,train_1074,inhibiting decoherence via ancilla processes. general conditions are derived for preventing the decoherence of a single two state quantum system qubit in a thermal bath. the employed auxiliary systems required for this purpose are merely assumed to be weak for the general condition while various examples such as extra qubits and extra classical fields are studied for applications in quantum information processing. the general condition is confirmed by well known approaches toward inhibiting decoherence. an approach to decoherence free quantum memories and quantum operations is presented by placing the qubit into the center of a sphere with extra qubits on its surface.
inspec,train_1075,numerical simulation of information recovery in quantum computers. decoherence is the main problem to be solved before quantum computers can be built. to control decoherence it is possible to use error correction methods but these methods are themselves noisy quantum computation processes. in this work we study the ability of steane s and shor s fault tolerant recovering methods as well as a modification of steane s ancilla network to correct errors in qubits. we test a way to measure correctly ancilla s fidelity for these methods and state the possibility of carrying out an effective error correction through a noisy quantum channel even using noisy error correction methods.
inspec,train_1076,delayed choice entanglement swapping with vacuum one photon quantum states. we report the experimental realization of a recently discovered quantum information protocol by peres implying an apparent nonlocal quantum mechanical retrodiction effect. the demonstration is carried out by a quantum optical method by which each singlet entangled state is physically implemented by a two dimensional subspace of fock states of a mode of the electromagnetic field specifically the space spanned by the vacuum and the one photon state along lines suggested recently by e knill et al nature london 409 46 2001 and by m duan et al ibid. 414 413 2001.
inspec,train_1077,quantum learning and universal quantum matching machine. suppose that three kinds of quantum systems are given in some unknown states f  sup x n  g sub 1  sup x k  and g sub 2  sup x k  and we want to decide which template state g sub 1  or g sub 2  each representing the feature of the pattern class c sub 1 or c sub 2  respectively is closest to the input feature state f. this is an extension of the pattern matching problem into the quantum domain. assuming that these states are known a priori to belong to a certain parametric family of pure qubit systems we derive two kinds of matching strategies. the first one is a semiclassical strategy that is obtained by the natural extension of conventional matching strategies and consists of a two stage procedure identification estimation of the unknown template states to design the classifier learning process to train the classifier and classification of the input system into the appropriate pattern class based on the estimated results. the other is a fully quantum strategy without any intermediate measurement which we might call as the universal quantum matching machine. we present the bayes optimal solutions for both strategies in the case of k 1 showing that there certainly exists a fully quantum matching procedure that is strictly superior to the straightforward semiclassical extension of the conventional matching strategy based on the learning process.
inspec,train_1078,action aggregation and defuzzification in mamdani type fuzzy systems. discusses the issues of action aggregation and defuzzification in mamdani type fuzzy systems. the paper highlights the shortcomings of defuzzification techniques associated with the customary interpretation of the sentence connective and by means of the set union operation. these include loss of smoothness of the output characteristic and inaccurate mapping of the fuzzy response. the most appropriate procedure for aggregating the outputs of different fuzzy rules and converting them into crisp signals is then suggested. the advantages in terms of increased transparency and mapping accuracy of the fuzzy response are demonstrated.
inspec,train_1079,a novel robot hand with embedded shape memory alloy actuators. describes the development of an active robot hand which allows smooth and lifelike motions for anthropomorphic grasping and fine manipulations. an active robot finger 10 mm in outer diameter with a shape memory alloy sma wire actuator embedded in the finger with a constant distance from the geometric centre of the finger was designed and fabricated. the practical specifications of the sma wire and the flexible rod were determined on the basis of a series of formulae. the active finger consists of two bending parts the sma actuators and a connecting part. the mechanical properties of the bending part are investigated. the control system on the basis of resistance feedback is also presented. finally a robot hand with three fingers was designed and the grasping experiment was carried out to demonstrate its performance.
inspec,train_108,exploiting randomness in quantum information processing. we consider how randomness can be made to play a useful role in quantum information processing in particular for decoherence control and the implementation of quantum algorithms. for a two level system in which the decoherence channel is non dissipative we show that decoherence suppression is possible if memory is present in the channel. random switching between two potentially harmful noise sources can then provide a source of stochastic control. such random switching can also be used in an advantageous way for the implementation of quantum algorithms.
inspec,train_1080,car caravan snaking. 2 active caravan braking. for part 1 see ibid p 707 22. founded on the review and results of part 1 part 2 contains a description of the virtual design of an active braking system for caravans or other types of trailer to suppress snaking vibrations while being simple from a practical viewpoint. the design process and the design itself are explained. the performance is examined by simulations and it is concluded that the system is effective robust and realizable with modest and available components.
inspec,train_1081,stability of w methods with applications to operator splitting and to geometric theory. we analyze the stability properties of w methods applied to the parabolic initial value problem u  au bu. we work in an abstract banach space setting assuming that a is the generator of an analytic semigroup and that b is relatively bounded with respect to a. since w methods treat the term with a implicitly whereas the term involving b is discretized in an explicit way they can be regarded as splitting methods. as an application of our stability results convergence for nonsmooth initial data is shown. moreover the layout of a geometric theory for discretizations of semilinear parabolic problems u  au f u is presented.
inspec,train_1082,numerical approximation of nonlinear bvps by means of bvms. boundary value methods bvms would seem to be suitable candidates for the solution of nonlinear boundary value problems bvps. they have been successfully used for solving linear bvps together with a mesh selection strategy based on the conditioning of the linear systems. our aim is to extend this approach so as to use them for the numerical approximation of nonlinear problems. for this reason we consider the quasi linearization technique that is an application of the newton method to the nonlinear differential equation. consequently each iteration requires the solution of a linear bvp. in order to guarantee the convergence to the solution of the continuous nonlinear problem it is necessary to determine how accurately the linear bvps must be solved. for this goal suitable stopping criteria on the residual and on the error for each linear bvp are given. numerical experiments on stiff problems give rather satisfactory results showing that the experimental code called tom that uses a class of bvms and the quasi linearization technique may be competitive with well known solvers for bvps.
