dataset_id,subset_id,text_id,output
inspec,uncontrolled,dev_1875,vampire;high performance theorem prover;first order logic;automated reasoning;performance evaluation;casc jc;resolution theorem proving
inspec,uncontrolled,dev_1876,casc;system performance;system evaluation;automated deduction;cade atp system competition;automated theorem proving;ai;artificial intelligence;classical first order logic
inspec,uncontrolled,dev_1877,strong completeness;lattice valued set theory;order relation;semantics;syntax;lattice valued logic
inspec,uncontrolled,dev_1878,min limiters;max limiters;complexity;retraceable sets;recursive set
inspec,uncontrolled,dev_1879,lachlan nonsplitting bases distribution;computably enumerable degree;turing degrees
inspec,uncontrolled,dev_188,gain scheduled controller;sampled data implementation;continuous time gain scheduled controller;discrete time controller;linearization properties;multi rate gain scheduled controllers;flight control applications
inspec,uncontrolled,dev_1880,relay evaluation;power system simulation;relay simulation;emtp;numerical relays;filtering;fault location;filtering algorithms;decision logic;real faults;simulated faults;relay testing
inspec,uncontrolled,dev_1881,positive systems;first integrals;feedbacks design;global stabilization;equilibrium point;asymptotic stability;chemical reactors
inspec,uncontrolled,dev_1882,h sub infinity tracking controllers;current fed induction motors;speed controllers;rotor flux norm controllers;unknown load torque disturbances;design tool;disturbances rejection capability;bandwidth requirements;closed loop system;feedback linearization;observers
inspec,uncontrolled,dev_1883,exclusively kinetic two link underactuated mechanical systems;equilibrium points;small time locally controllable system;one dimensional submanifold;small time local output controllability;nonminimum phase
inspec,uncontrolled,dev_1884,observer based strict positive real feedback control system;control system design;stability analysis;yakubovich kalman popov lemma;nonlinear systems;linear time invariant system;feedback connected cone bounded nonlinear element;circle criterion approach;state feedback control;closed loop system;robustness characteristics;cone bounded nonlinearity
inspec,uncontrolled,dev_1885,nonlinear time delay systems;modules;noncommutative rings;nonlinear control systems;left ore ring;noncommutative polynomials;meromorphic function;generalized roesser systems;weak observability
inspec,uncontrolled,dev_1886,nonasymptotic confidence ellipsoids;least squares estimate;finite sample properties;least squares system identification;probability;data generating mechanism;model order;data points
inspec,uncontrolled,dev_1887,doubly invariant equilibria;linear discrete time games;robustly controlled invariance;two person dynamic games;state space;existence conditions;fault tolerant controller synthesis;macroeconomics
inspec,uncontrolled,dev_1888,l sub model reduction;variance reduction;finite impulse response models;fir models;output error models;identification
inspec,uncontrolled,dev_1889,sliding mode dynamics;continuous feedback control;distributed discrete event scheduling;real time scheduling;control theoretic techniques;distributed manufacturing applications;highly nonlinear discontinuous dynamics;production demand;resource capacity
inspec,uncontrolled,dev_189,linear parameter varying models;identification;discrete time nonlinear systems;scheduling parameters;functional dependence;system coefficients;linear regression;least mean square algorithms;recursive least squares algorithms;persistency of excitation conditions;scheduling parameter trajectories;polynomial interpolation interpretation;parameter trajectories;time varying systems
inspec,uncontrolled,dev_1890,trajectories robustness;finite time extent;perturbation bounds;linear system;uncertainty;integral quadratic constraints;nonconvex quadratic optimization problem;lagrange relaxation;robustness analysis;hybrid systems;switched dynamical systems
inspec,uncontrolled,dev_1891,trajectory control;force tracking control;constrained mobile manipulators;parameter uncertainty;holonomic constraints;nonholonomic constraints;adaptive controllers;reduced dynamic model;mixed tracking errors;asymptotic convergence;position control;mobile robots
inspec,uncontrolled,dev_1892,closed loop persistent identification;unmodeled dynamics;linear time invariant systems;upper bounds;lower bounds;identification accuracy;full rank periodic signals;stochastic disturbances;time complexity;probing signal selection
inspec,uncontrolled,dev_1893,closed loop model set validation;stochastic framework;probabilistic model set validation;multi input multi output plant;mimo plant;unstructured uncertainties;necessary and sufficient condition;stabilizing controller;closed loop frequency domain experimental data;euclidean norm;complex vector;asymptotic statistical properties;robust control;unstructured uncertainty
inspec,uncontrolled,dev_1894,switching controller design;convex polyhedral lyapunov functions;nonlinear discrete time hybrid systems;systematic design method
inspec,uncontrolled,dev_1895,algorithm;neural networks;fundamental parameters;fundamental parameters equations;nonlinear matrix effects;x ray fluorescence analysis;intensities;nnfp algorithm;theoretical correction models;lachance traill model;hyperbolic function model;cola algorithm;alloy system;cr;fe;ni;complex multivariate system
inspec,uncontrolled,dev_1896,dynamics;railway freight wagon wheelset;dry friction damping;linear characteristics;lateral dynamics;stick slip;hysteresis;coulomb law;bifurcation diagram;longitudinal component
inspec,uncontrolled,dev_1897,tyre modelling;vehicle dynamics;standard situations;limit situations;tyre torques;semi empirical model;multi body systems;passenger car;heavy truck;simulated steady state tyre characteristics;tmeasy;standard tyre interface;standardized driving manoeuvre
inspec,uncontrolled,dev_1898,stroke dependent damper;front axle suspension;multibody system dynamics;numerical optimization;inward deflections;extreme suspension deflections;chassis acceleration;road undulations;sequential linear programming;full scale model;truck semi trailer combination;damping;incidental road disturbances;acceleration bound;vehicle model simulation;truck comfort
inspec,uncontrolled,dev_1899,backpropagation;self organizing maps;down sampling;neural network;human face recognition;visual scene;skin color detector;face detecting system;merging overlapping detections
inspec,uncontrolled,dev_19,adaptive decentralized stabilization;closed loop systems;uncertain dynamic systems;robust control;large scale systems
inspec,uncontrolled,dev_190,gain scheduled trajectory tracking controller design;autonomous vehicles;gain scheduling control theory;autonomous underwater vehicle;control laws;nonlinear equations of motion
inspec,uncontrolled,dev_1900,robust l sub disturbance attenuation;nonlinear systems;input dynamical uncertainty;sufficient condition;l sub gain performance;input to state stable property;design approach;smooth state feedback control law;nominal system;robust control
inspec,uncontrolled,dev_1901,library;functional programming;fc;object oriented programming;parametric polymorphism;c
inspec,uncontrolled,dev_1902,software applications;co operative work support;collaborative editing;group awareness;versioning;messaging;automated notification;plug in software components;groupware;collaborative work tools
inspec,uncontrolled,dev_1903,bliss programming language;machine oriented language;portable programming;system implementation language;data structure definition;compile time language
inspec,uncontrolled,dev_1904,plt scheme;component object model;mzcom;reuse;web browser
inspec,uncontrolled,dev_1905,mfc control system technology;calibration;process gas;surrogate gas;tuning algorithm;digital control;process control;gas flow;semiconductor fab;tool technology;mass flow controller;n sub
inspec,uncontrolled,dev_1906,interferometric in situ etch sensor;integrated process control;polarization;digital signal processing;wafer manufacturing environment;process predictive endpoint;dual damascene trench etch;spacer etch applications;ic geometry;complex process sequence integration schemes;upstream deviation compensation;target specifications;downstream process sequences;point of use visibility;work in progress quality;scrap reduction;yield improvement;trench depth control;interferometry;integrated etch rate monitor
inspec,uncontrolled,dev_1907,multiple comparison procedures;population means;error rate;single step procedures;step down procedures;sales management;pack age design
inspec,uncontrolled,dev_1908,analytic functions;transcendental equations;cauchy integral theorem;complex integration;root finding;singularity;polynomial;fourier transform
inspec,uncontrolled,dev_1909,breast magnetic resonance imaging;high spectral spatial resolutions;healthy volunteers;edge delineation;image texture;magnetic resonance images;magnetic resonance imaging data;contrast medium injection;water resonances;small voxels;women;suspicious lesions;fat suppression
inspec,uncontrolled,dev_191,turbofan engine;linear parameter varying control;parameter dependent control design methods;state space descriptions;time varying parameters;linear fractional transformations;small gain theorem;performance bounds;robustness bounds;single quadratic lyapunov function;parameter dependent quadratic lyapunov function;jacobian linearizations;decoupled command response;closed loop system;model matching problem;h sub infinity framework;nonlinear simulations;very robust designs
inspec,uncontrolled,dev_1910,computerized classification method;clinical mammograms;observer study;breast cancer;computer aided diagnosis;independent database;trained computer classification scheme;radiologist observers;benign masses;malignant masses;receiver operating characteristic analysis;two tailed p values;student t test;statistical significance;performances;average performance;receiver operating characteristic curve;diagnostic accuracy;computer aid;mammographers;community radiologists
inspec,uncontrolled,dev_1911,pulmonary perfusion patterns;angiographic pulmonary arterial pressure measurement;artificial neural network predictions;accuracy;pulmonary embolism;pulmonary hypertension;noninvasive radionuclide perfusion scanning;image analysis;physiologic information;visual image inspection;image parameters;statistical characteristics;boundary characteristics;leave one out cross validation technique;pulmonary arterial systolic pressure;pearson correlation coefficient;artificial intelligence methods;quantitative parameters;perfusion image;angiography;radionuclide perfusion images;patients;normal chest radiographs;pa;pa
inspec,uncontrolled,dev_1912,preterm respiratory mechanics active simulator;neonatal pulmonary ventilators;patient active simulator;healthy newborns;preterm pathological infants;apnea times;autocalibration phase;accuracy;reliability;respiratory diseases;ventilatory support;intensive care equipment;electronic unit;pneumatic mechanical unit;software control;double compartment model;artificial trachea;pressure transducer;variable clamp resistance;upper airway resistance;compliance
inspec,uncontrolled,dev_1913,six degree of freedom precision motion stage;performance evaluation;design;piezoelectrically actuated fine motion stage;error compensation;long range translation mechanism;single element piezoelectric linear displacement actuator;finite element methods;resonant frequency;stage platform;platform payload;impulse response;fundamental mode resonance;micron;v;v;to micron;hz;gm
inspec,uncontrolled,dev_1914,vibration isolation stack;interferometer;interferometric gravitational wave detectors;rubber blocks;multilayer stack;metal blocks;long term dimensional stability;ultrahigh vacuum environment;operating point;ground strain;thermal drift;thermal actuator;gas tight bellows;rubber outgassing;vacuum compatibility;m;sup pa;hz
inspec,uncontrolled,dev_1915,multichannel scaler;general statistical analysis;dynamic light scattering;correlation spectroscopy;optical spectroscopic techniques;photon signal statistical properties;four channel scaler;standard high transfer rate parallel computer interface;interface bus parallel data card;complex programmable logic device;standard cpld ics;pentium based host pc;windowed fourier transform;mhz;ns
inspec,uncontrolled,dev_1916,entropy;tsallis difference information;spontaneous decay;self organization;nonextensive systems;stimulated transitions;information measures;control parameters;nonextensive statistical mechanics
inspec,uncontrolled,dev_1917,interval based abr flow control protocol;modeling;design;availability bit rate service;atm networks;periodic explicit rate feedback;link bandwidth allocation;buffer space allocation;maximum throughput;minimum cell loss;high resource efficiency;resource management cell synchronization algorithms;resource management cell consolidation algorithms;point to multipoint services;flow control decisions;loss free flow control mechanism;high speed abr connections;fluid traffic model;signaling;linear system modeling;numerical analysis;simulation;high speed backbone networking scenarios
inspec,uncontrolled,dev_1918,autonomous agents;multi agent systems;communication language;semantic fixing;semantic space;social interactions
inspec,uncontrolled,dev_1919,conversation protocols;protocol execution;automatic exception handling;correctness criterion;multi agent interactions;finite state machines
inspec,uncontrolled,dev_192,new jersey african american women writers;written sources;personal interviews;informal conversations;intellectual output;oral repository;history;collection development;local writers;special collections
inspec,uncontrolled,dev_1920,interacting agents;specifications;rules of inference;conversation protocols;autonomous agents;social commitments;speech acts;software agents;conversation templates
inspec,uncontrolled,dev_1921,acl;dynamic system of agents;system of agents;agents;agent communication languages;dynamic system;distributed facilitator;actors;anonymous interaction protocol
inspec,uncontrolled,dev_1922,agent technology;ai programs;agent communication language;inter agent communication;agent societies;kqml;semantics;conversations;distributed software engineering;machine learning;negotiation;teamwork;social sciences
inspec,uncontrolled,dev_1923,high temperature short time pasteurisation process;predictive control;dynamic matrix control algorithm;transfer functions;first order processes;time delay models;exogenous variable dependence;free response calculation;multiple model information;nonlinear models;generalised hammerstein model description;reference tracking;disturbance rejection
inspec,uncontrolled,dev_1924,existence theorems;nonconvex problems;variational calculus;integrant convexity
inspec,uncontrolled,dev_1925,polynomial interpolation;hilbert space;disturbed nodal values;polynomial operators
inspec,uncontrolled,dev_1926,economical structural type functions;optimisation approach;simulation;explicit analytical form
inspec,uncontrolled,dev_1927,optimal strategies;semi markovian inventory system;system functioning;optimal nonrandomized markovian strategy;optimal strategy
inspec,uncontrolled,dev_1928,euclidean combinatorial optimization problem;dynamic programming method
inspec,uncontrolled,dev_1929,optimal time;portfolios of securities;profit maximization
inspec,controlled,train_100,investment
inspec,controlled,train_1000,cognitive systems;neural nets;philosophical aspects
inspec,controlled,train_1001,artificial intelligence;cognitive systems;philosophical aspects
inspec,controlled,train_1002,artificial intelligence;cognitive systems
inspec,controlled,train_1003,belief maintenance;cognitive systems;inference mechanisms
inspec,controlled,train_1004,artificial intelligence;cognitive systems;decision theory;game theory
inspec,controlled,train_1005,chemical technology;controllability;higher order statistics;identification;large scale systems;monte carlo methods;multivariable control systems;process control;transfer functions
inspec,controlled,train_1006,biotechnology;control system synthesis;nonlinear control systems;nonlinear differential equations;partial differential equations;reduced order systems;robust control;singularly perturbed systems;state space methods;water treatment
inspec,controlled,train_1007,closed loop systems;control system synthesis;controllability;decentralised control;matrix algebra;root loci
inspec,controlled,train_1008,control system analysis computing;large scale systems;object oriented programming;paper industry;predictive control;quadratic programming
inspec,controlled,train_1009,asymptotic stability;closed loop systems;control system synthesis;matrix algebra;predictive control;robust control;state estimation;state feedback
inspec,controlled,train_1010,adaptive control;control system analysis;level control;nonlinear control systems;relay control;robust control;self adjusting systems;stability;three term control;time varying systems
inspec,controlled,train_1011,fault tolerance;hebbian learning;position control;robots;self adjusting systems;unsupervised learning
inspec,controlled,train_1012,evolutionary computation;mobile robots;neurocontrollers
inspec,controlled,train_1013,backpropagation;cerebellar model arithmetic computers;fuzzy control;intelligent control;learning artificial intelligence;legged locomotion;neurocontrollers
inspec,controlled,train_1014,identification;learning artificial intelligence;manipulator dynamics;neural net architecture;radial basis function networks;splines mathematics
inspec,controlled,train_1015,learning artificial intelligence;nonparametric statistics;real time systems;robots
inspec,controlled,train_1016,brain models;recurrent neural nets;timing
inspec,controlled,train_1017,adaptive control;biocontrol;brain models;cerebellar model arithmetic computers;learning artificial intelligence;robot dynamics;robot kinematics
inspec,controlled,train_1018,microlenses;micromachining;moulding;optical design techniques;optical fabrication;optical polymers;optical storage
inspec,controlled,train_1019,holographic storage;multiplexing;optical disc storage;optical polymers;optimisation
inspec,controlled,train_102,asymptotic stability;delay differential systems;differential equations;interconnections;lyapunov methods;neural nets;nonlinear dynamical systems
inspec,controlled,train_1020,adaptive optics;astronomical techniques;astronomical telescopes;astronomy computing;deconvolution;focal planes;image enhancement;image reconstruction;image resolution;image sampling;image sequences;optical transfer function
inspec,controlled,train_1021,codes;error statistics;military systems;optical fibre networks;optical modulation;optical receivers;sensitivity;system buses
inspec,controlled,train_1022,ccd image sensors;focal planes;image recognition;principal component analysis
inspec,controlled,train_1023,edge detection;laplace equations;nonlinear optics
inspec,controlled,train_1024,decision theory;decision trees;decoding;image coding;image reconstruction;quantisation signal;wavelet transforms
inspec,controlled,train_1025,copy protection;image classification;image coding;remote sensing
inspec,controlled,train_1026,aquaculture;environmental factors;erosion;image classification;vector quantisation;vegetation mapping
inspec,controlled,train_1027,civil engineering computing;feature extraction;image classification;image representation;image texture;remote sensing
inspec,controlled,train_1028,antimony;optical disc storage;optical films;optical resolving power;silicon compounds
inspec,controlled,train_1029,birefringence;moulding;optical disc storage;optical fabrication;replica techniques;substrates;thermal insulation;video discs
inspec,controlled,train_1030,geophysical signal processing;height measurement;image resolution;stereo image processing;terrain mapping
inspec,controlled,train_1031,adaptive signal processing;data compression;gaussian noise;image coding;infrared spectroscopy;principal component analysis;remote sensing;spectral analysis;visible spectroscopy
inspec,controlled,train_1032,geophysics computing;graphical user interfaces;image processing;optimisation;remote sensing
inspec,controlled,train_1033,adders;digital arithmetic;encoding;optical logic;parallel architectures
inspec,controlled,train_1034,damping;feedback;nonlinear control systems;numerical analysis;optimal control;rotation;vibration control;vibrations
inspec,controlled,train_1035,optimisation;vibration control
inspec,controlled,train_1036,feedback;manipulators;nonlinear control systems;nonlinear dynamical systems;shape memory effects
inspec,controlled,train_1037,nonlinear control systems;state feedback;stochastic systems
inspec,controlled,train_1038,acoustic noise;acoustic wave reflection;acoustic wave transmission;force feedback;vibration control;vibrations
inspec,controlled,train_1039,damping;transformers;vibration control
inspec,controlled,train_1040,asymptotic stability;differentiation;frequency response;robust control;time varying systems
inspec,controlled,train_1041,damping;differentiation;engines;vibration isolation;viscoelasticity
inspec,controlled,train_1042,calculus;chaos;inverse problems;matrix algebra;nonlinear dynamical systems;optimisation;position control;redundant manipulators
inspec,controlled,train_1043,calculus;cutting;motion control;optimisation;polynomial approximation;position control;splines mathematics;tracking filters
inspec,controlled,train_1044,differentiation;digital control;integration;nonlinear control systems;nonlinear dynamical systems;realisation theory
inspec,controlled,train_1045,model reference adaptive control systems;nonlinear control systems;nonlinear dynamical systems;parameter estimation;variational techniques
inspec,controlled,train_1046,aerospace instrumentation;attitude control;controllers;damping;flexible manipulators;frequency response;frequency stability;nonlinear control systems;nonlinear dynamical systems;partial differential equations;space vehicles
inspec,controlled,train_1047,differential equations;integral equations;nonlinear control systems;nonlinear dynamical systems;numerical stability;transfer functions;transient response
inspec,controlled,train_1048,distributed programming;functional languages;functional programming;parallel languages;parallel programming
inspec,controlled,train_1049,functional languages;functional programming;hypermedia markup languages;software libraries;type theory
inspec,controlled,train_105,quantum computing;quantum theory
inspec,controlled,train_1050,functional languages;functional programming;optimising compilers
inspec,controlled,train_1051,data structures;functional languages;functional programming;type theory
inspec,controlled,train_1052,concurrency control;fault tolerant computing;file servers;functional programming;internet
inspec,controlled,train_1053,functional languages;lambda calculus;programming language semantics
inspec,controlled,train_1054,decision theory;psychology
inspec,controlled,train_1055,decision theory;feedback;probability;psychology
inspec,controlled,train_1056,auditing;behavioural sciences;decision theory;probability
inspec,controlled,train_1057,behavioural sciences;decision theory;marketing
inspec,controlled,train_1058,decision theory;psychology
inspec,controlled,train_1059,behavioural sciences;decision theory;human resource management
inspec,controlled,train_106,quantum computing;quantum theory
inspec,controlled,train_1060,agriculture;biological techniques;biology computing;botany;data analysis;gaussian processes;ionisation;laser beam applications;neural nets;spectral analysis;spectroscopy computing;thermally stimulated desorption;time of flight mass spectra
inspec,controlled,train_1061,computer viruses;security of data;software standards
inspec,controlled,train_1062,quantum communication
inspec,controlled,train_1063,hilbert spaces;quantum communication;quantum cryptography;quantum theory
inspec,controlled,train_1064,quantum computing;quantum theory
inspec,controlled,train_1065,encoding;quantum communication;source coding
inspec,controlled,train_1066,artificial intelligence;atomic clusters;genetic algorithms;ground states;molecular configurations;neural nets;optimisation;physics computing
inspec,controlled,train_1067,adders;computation theory;nuclear magnetic resonance;quantum gates;spin systems
inspec,controlled,train_1068,optical beam splitters;quantum gates;quantum optics;quantum theory;reflectivity
inspec,controlled,train_1069,atom photon collisions;information theory;optical squeezing;quantum optics;quantum theory
inspec,controlled,train_107,quantum communication;quantum computing;quantum optics;stimulated raman scattering
inspec,controlled,train_1070,digital simulation;dynamics;quantum computing
inspec,controlled,train_1071,quantum communication;quantum cryptography
inspec,controlled,train_1072,information theory;quantum computing;quantum theory;rydberg states;storage media
inspec,controlled,train_1073,atom photon collisions;electromagnetic fields;master equation;open systems;probability;quantum communication;quantum theory
inspec,controlled,train_1074,computation theory;harmonic oscillators;information theory;quantum computing;quantum theory
inspec,controlled,train_1075,error correction;fault tolerant computing;information theory;quantum computing
inspec,controlled,train_1076,information theory;quantum communication;quantum optics;quantum theory
inspec,controlled,train_1077,learning systems;quantum theory
inspec,controlled,train_1078,fuzzy logic;fuzzy set theory;fuzzy systems
inspec,controlled,train_1079,bending;intelligent actuators;manipulators;position control;shape memory effects
inspec,controlled,train_108,information theory;quantum communication;stochastic processes
inspec,controlled,train_1080,automobiles;braking;dynamics;motion control;vibration control
inspec,controlled,train_1081,banach spaces;initial value problems;runge kutta methods;stability
inspec,controlled,train_1082,boundary value problems;newton method;nonlinear differential equations
inspec,controlled,train_1083,differential equations;matrix algebra;stability
inspec,controlled,train_1084,initial value problems;matrix decomposition;partial differential equations
inspec,controlled,train_1085,codes;extrapolation;iterative methods;series mathematics
inspec,controlled,train_1086,differential equations;hermitian matrices;initial value problems;series mathematics
inspec,controlled,train_1087,difference equations;eigenvalues and eigenfunctions;matrix algebra;stability
inspec,controlled,train_1088,absolute stability;initial value problems;matrix algebra;predictor corrector methods;roundoff errors
inspec,controlled,train_1089,eigenvalues and eigenfunctions;initial value problems;matrix algebra;stability
inspec,controlled,train_109,encoding;optimisation;quantum communication
inspec,controlled,train_1090,differential equations;initial value problems;iterative methods;matrix algebra;stability
inspec,controlled,train_1091,automobiles;dynamics;friction;motion control;vibration control
inspec,controlled,train_1092,braking;haemodynamics;patient care;position control;road vehicles
inspec,controlled,train_1093,combined cycle power stations;control system synthesis;fuzzy control;power station control;steam turbines;thermal stresses;three term control
inspec,controlled,train_1094,business data processing;distributed databases;groupware;information resources;interactive systems;user interfaces
inspec,controlled,train_1095,computerised monitoring;computerised numerical control;condition monitoring;fault diagnosis;machine tools;neural nets;pattern recognition;real time systems;unsupervised learning;vector quantisation
inspec,controlled,train_1096,control system analysis computing;discrete event simulation;distributed control;multi agent systems;production control
inspec,controlled,train_1097,arc welding;eddy currents;electromagnetic devices;process control;sensors;signal processing;tracking
inspec,controlled,train_1098,adaptive control;arc welding;process control;self adjusting systems;stability
inspec,controlled,train_1099,cad cam;computerised numerical control;design for manufacture;internet;machining
inspec,controlled,train_11,corporate modelling;decision theory;manufacturing industries;technological forecasting
inspec,controlled,train_110,asymptotic stability;chaos;nonlinear control systems;piecewise linear techniques;robust control;synchronisation
inspec,controlled,train_1100,feature extraction;mechanical engineering
inspec,controlled,train_1101,cad cam;computational geometry;feature extraction;spatial reasoning
inspec,controlled,train_1102,decoding;distributed object management;electronic data interchange;encoding;file organisation;health care;java;medical information systems;message passing;software reusability;software standards
inspec,controlled,train_1103,computer network management;computer network reliability;error correction;fault tolerant computing;open systems;reviews;self adjusting systems;software reliability;software standards;technological forecasting
inspec,controlled,train_1104,decoding;image coding;parallel architectures;pipeline processing
inspec,controlled,train_1105,calibration;fission reactor monitoring;fuzzy systems;nuclear engineering computing
inspec,controlled,train_1106,human factors;man machine systems;nuclear engineering computing;virtual reality
inspec,controlled,train_1107,computerised instrumentation;dimensions;inspection;knowledge based systems;length measurement;measurement standards;open systems;virtual reality languages
inspec,controlled,train_1108,cements building materials;crystal microstructure;image processing;internet;measurement standards;nondestructive testing;synchrotron radiation;x ray imaging;x ray topography
inspec,controlled,train_1109,database theory;multivalued logic
inspec,controlled,train_111,asymptotic stability;chaos;lyapunov matrix equations;nonlinear control systems;nonlinear dynamical systems;synchronisation
inspec,controlled,train_1110,rendering computer graphics;table lookup
inspec,controlled,train_1111,recursive functions;turing machines
inspec,controlled,train_1112,computer graphics;solid modelling;splines mathematics
inspec,controlled,train_1113,hidden markov models;speech recognition
inspec,controlled,train_1114,artificial intelligence;multi agent systems;problem solving;software agents
inspec,controlled,train_1115,computational complexity;data compression;image coding;interpolation;splines mathematics;wavelet transforms
inspec,controlled,train_1116,grammars;language translation;natural language interfaces
inspec,controlled,train_1117,data structures;protocols;security of data
inspec,controlled,train_1118,data flow analysis;parallelising compilers
inspec,controlled,train_1119,concurrency control;configuration management;software reusability
inspec,controlled,train_112,bound states;information theory;measurement theory;probability;quantum theory
inspec,controlled,train_1120,feedback;packet switching;quality of service;transport protocols
inspec,controlled,train_1121,optical fibre networks;telecommunication network routing;wavelength division multiplexing
inspec,controlled,train_1122,multicast communication;quality of service;video on demand
inspec,controlled,train_1123,concurrency control;mobile computing;replicated databases;transaction processing
inspec,controlled,train_1124,distributed databases;hypermedia markup languages;information resources;query processing
inspec,controlled,train_1125,finite automata
inspec,controlled,train_1126,cooperative systems;economic cybernetics;game theory
inspec,controlled,train_1127,differential games;duality mathematics
inspec,controlled,train_1128,convergence;dynamic programming;minimax techniques;polynomials;set theory;stochastic games
inspec,controlled,train_1129,complementarity;linear programming;matrix algebra;stochastic games
inspec,controlled,train_113,bound states;information theory;quantum computing;quantum statistical mechanics
inspec,controlled,train_1130,graph theory;operations research;telecommunication network routing
inspec,controlled,train_1131,bin packing;duality mathematics;feedback;graph theory;linear programming;linear systems;minimax techniques;polynomial approximation
inspec,controlled,train_1132,linear programming;linearisation techniques;minimisation;nonlinear programming;polynomials
inspec,controlled,train_1133,computational complexity;convergence of numerical methods;iterative methods;matrix algebra;newton method;operations research
inspec,controlled,train_1134,complementarity;lyapunov matrix equations;matrix algebra
inspec,controlled,train_1135,bang bang control;continuous time systems;graph theory;optimal control;production control;railways;search problems;singular optimal control
inspec,controlled,train_1136,decision theory;differential equations;dynamic programming;learning artificial intelligence;markov processes
inspec,controlled,train_1137,decidability;queueing theory;scheduling
inspec,controlled,train_1138,approximation theory;markov processes;queueing theory;state space methods
inspec,controlled,train_1139,biological organs;cancer;case based reasoning;feature extraction;image classification;mammography;medical expert systems;medical image processing;sensitivity analysis
inspec,controlled,train_114,bound states;cooperative systems;game theory;probability;quantum computing;quantum theory
inspec,controlled,train_1140,biological organs;biomedical ultrasonics;image classification;mammography;medical image processing
inspec,controlled,train_1141,biomedical mri;image registration;image segmentation;mammography;medical image processing;tumours
inspec,controlled,train_1142,diagnostic radiography;dosimetry;medical image processing;radiation therapy;x ray optics
inspec,controlled,train_1143,algorithm theory;dosimetry;intensity modulation;physiological models;radiation therapy;x ray scattering
inspec,controlled,train_1144,eigenvalues and eigenfunctions;image reconstruction;iterative methods;maximum likelihood estimation;medical image processing;optimisation;positron emission tomography
inspec,controlled,train_1145,biological tissues;computer graphics;diagnostic radiography;fractals;image registration;image texture;mammography;mathematical morphology;medical image processing;physiological models
inspec,controlled,train_1146,biological tissues;computer graphics;diagnostic radiography;image registration;mammography;medical image processing;physiological models;young s modulus
inspec,controlled,train_1147,cancer;digital simulation;emission tomography;image reconstruction;mammography;medical image processing;tumours
inspec,controlled,train_1148,dosimetry;electron beam applications;electron transport theory;medical computing;monte carlo methods;radiation therapy
inspec,controlled,train_1149,boltzmann equation;determinants;dosimetry;medical computing;photon transport theory;radiation therapy
inspec,controlled,train_115,bound states;information theory;quantum computing;quantum cryptography;quantum theory
inspec,controlled,train_1150,dosimetry;intensity modulation;medical computing;neurophysiology;radiation therapy;tumours
inspec,controlled,train_1151,diaphragms;dosimetry;intensity modulation;liquid ionisation chambers;medical image processing;radiation therapy
inspec,controlled,train_1152,dosimetry;gradient methods;medical computing;newton method;optimisation;radiation therapy
inspec,controlled,train_1153,dosimetry;intensity modulation;inverse problems;medical computing;monte carlo methods;optimisation;planning;radiation therapy;simulated annealing
inspec,controlled,train_1154,dosimetry;iodine;medical computing;radiation therapy;radioactive sources;radioisotopes
inspec,controlled,train_1155,algorithm theory;linear accelerators;radiation therapy;x ray optics
inspec,controlled,train_1156,computerised tomography;image reconstruction;interpolation;medical image processing;noise
inspec,controlled,train_1157,computerised tomography;dosimetry;medical image processing;monte carlo methods;radiation therapy
inspec,controlled,train_1158,metallurgical industries
inspec,controlled,train_1159,formal logic;recursive functions
inspec,controlled,train_116,bound states;eigenvalues and eigenfunctions;entropy;epr paradox;many body problems;probability;quantum communication;random processes
inspec,controlled,train_1160,computational geometry;formal logic
inspec,controlled,train_1161,formal logic
inspec,controlled,train_1162,group theory;process algebra
inspec,controlled,train_1163,computational complexity;recursive functions
inspec,controlled,train_1164,computability;number theory
inspec,controlled,train_1165,formal logic;group theory
inspec,controlled,train_1166,formal logic;group theory
inspec,controlled,train_1167,failure analysis;reliability theory
inspec,controlled,train_1168,failure analysis;probability;recursive estimation;reliability theory
inspec,controlled,train_1169,engineering computing;failure analysis;reliability theory
inspec,controlled,train_117,image processing;markov processes;signal processing;statistical analysis;trees mathematics;wavelet transforms
inspec,controlled,train_1170,cutting;friction;machine tools;machining;mechanical engineering;shear strength
inspec,controlled,train_1171,condition monitoring;data analysis;diagnostic expert systems;inspection;knowledge acquisition;knowledge representation;machine tools;machining;tolerance analysis
inspec,controlled,train_1172,computerised numerical control;cutting;diamond;kinematics;machining;plastic deformation
inspec,controlled,train_1173,cutting;damping;machining;mechanical engineering computing;stability;wear
inspec,controlled,train_1174,computer aided production planning;computerised numerical control;cutting;machine tools;machining;optimisation
inspec,controlled,train_1175,cutting;finite difference methods;heat transfer;machine tools;machining;mechanical engineering computing;wear
inspec,controlled,train_1176,acoustic emission;condition monitoring;diagnostic expert systems;electric current measurement;fast fourier transforms;force measurement;machine tools;machining;neural nets;process monitoring;signal processing;statistical analysis;vibration measurement;wavelet transforms;wear
inspec,controlled,train_1177,carbon steel;laser beam machining;stainless steel;statistical analysis
inspec,controlled,train_1178,computer networks;computer science education;educational courses
inspec,controlled,train_1179,cellular automata;computational complexity;evolutionary computation
inspec,controlled,train_118,closed loop systems;induction motor drives;reliability;robust control;signal flow graphs;stators
inspec,controlled,train_1180,cellular automata;computational complexity
